fraud,totalScanTimeInSeconds,lineItemVoids,quantityModification,grandTotal,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,scansWithoutRegistration,trustLevel
0,1237,0,4,68,0.0202102,0.0549717,0,4,4
0,1395,8,4,25.86,0.000716846,0.0185376,8,7,4
0,1012,2,3,48.2,0.0256917,0.0476285,0.0769231,1,1
0,902,8,5,66.92,0.0221729,0.0741907,0.4,3,1
0,422,6,5,80.88,0.0189573,0.191659,0.75,5,1
0,1228,10,5,45.73,0.0228013,0.0372394,0.357143,3,6
0,1285,7,0,2.94,0.0124514,0.00228794,0.4375,7,6
0,663,1,4,47.86,0.0452489,0.072187,0.0333333,3,6
0,920,9,3,51.89,0.00978261,0.0564022,1,3,1
0,63,7,1,28.53,0.047619,0.452857,2.33333,8,6
0,840,2,1,82.39,0.0238095,0.0980833,0.1,3,4
0,460,2,2,6.29,0.0304348,0.0136739,0.142857,10,4
0,422,11,3,7.67,0.021327,0.0181754,1.22222,9,3
0,446,9,1,23.77,0.00896861,0.053296,2.25,8,1
0,1480,0,5,40.28,0.0128378,0.0272162,0,1,4
0,1380,11,2,23.19,0.0202899,0.0168043,0.392857,6,3
0,1589,0,0,26.21,0.00566394,0.0164947,0,3,4
0,458,10,0,40.77,0.0152838,0.0890175,1.42857,7,5
0,1178,9,4,84.01,0.00594228,0.0713158,1.28571,2,5
0,819,2,0,62.19,0.002442,0.0759341,1,1,5
0,1725,6,0,99.87,0.00057971,0.0578957,6,8,6
0,738,2,0,14.74,0.0135501,0.0199729,0.2,1,5
0,900,9,2,68.53,0.0277778,0.0761444,0.36,10,5
0,190,9,5,36.09,0.0105263,0.189947,4.5,3,3
0,847,6,2,67.4,0.0342385,0.079575,0.206897,0,5
0,398,10,1,27.37,0.0100503,0.0687688,2.5,8,3
0,741,11,5,2.82,0.0337382,0.00380567,0.44,2,2
0,1230,3,2,81.03,0.0105691,0.065878,0.230769,9,3
0,1740,7,1,15.65,0.0045977,0.00899425,0.875,10,2
1,1388,4,3,94.22,0.018732,0.0678818,0.153846,0,1
0,1612,7,5,43.91,0.0111663,0.0272395,0.388889,0,6
0,135,10,5,3.73,0.148148,0.0276296,0.5,8,4
0,470,2,3,15.34,0.0468085,0.0326383,0.0909091,3,6
0,1662,6,2,85.33,0.0132371,0.0513418,0.272727,0,2
0,1538,2,5,62.04,0.0169051,0.0403381,0.0769231,3,6
0,1434,0,1,82.14,0.011855,0.0572803,0,8,5
0,500,6,3,65.64,0.052,0.13128,0.230769,3,5
0,1769,0,0,89.38,0.013567,0.0505257,0,10,2
0,927,8,5,22.63,0.0269687,0.0244121,0.32,10,5
0,129,7,1,18.77,0.0387597,0.145504,1.4,10,2
0,1767,6,3,1.64,0.00679117,0.000928127,0.5,5,2
0,187,8,5,57.73,0.0374332,0.308717,1.14286,8,2
0,995,6,2,53.4,0.0281407,0.0536683,0.214286,5,6
0,1541,4,3,97.16,0.0129786,0.06305,0.2,3,1
0,1237,5,5,79.35,0.0210186,0.0641471,0.192308,9,5
0,1067,1,1,3.01,0.0103093,0.00282099,0.0909091,8,3
0,806,6,2,14.69,0.00868486,0.0182258,0.857143,8,6
0,234,3,2,86.68,0.00854701,0.370427,1.5,9,6
0,650,5,2,36.77,0.0276923,0.0565692,0.277778,1,4
0,1809,2,2,13.5,0.0138198,0.00746269,0.08,0,5
0,453,4,5,16.65,0.0397351,0.036755,0.222222,9,5
0,1147,7,1,0.76,0.0244115,0.000662598,0.25,3,5
0,1182,5,0,35.92,0.0118443,0.0303892,0.357143,6,6
0,1399,11,5,86.6,0.0164403,0.0619014,0.478261,6,4
0,660,2,0,77.13,0.00757576,0.116864,0.4,10,2
0,1056,2,2,35.5,0.0227273,0.0336174,0.0833333,6,3
0,997,3,2,47.3,0.0200602,0.0474423,0.15,5,1
0,137,0,0,0.99,0.0948905,0.00722628,0,8,6
0,17,3,2,43.26,1.70588,2.54471,0.103448,3,3
0,637,10,1,54.88,0.0204082,0.0861538,0.769231,6,1
0,1471,9,0,81.61,0.0115568,0.0554793,0.529412,6,4
0,185,10,5,63.34,0.151351,0.342378,0.357143,1,2
1,594,4,5,42.61,0.047138,0.071734,0.142857,7,1
0,1501,10,2,91.56,0.0153231,0.0609993,0.434783,2,4
0,1084,9,0,83.81,0.0193727,0.0773155,0.428571,4,5
0,1584,9,1,91.49,0.0138889,0.0577588,0.409091,0,5
0,483,8,4,39.53,0.0414079,0.0818427,0.4,0,2
0,114,6,5,10.7,0.219298,0.0938596,0.24,3,4
0,258,3,2,29.71,0.0542636,0.115155,0.214286,3,3
0,1270,5,5,22.49,0.00944882,0.0177087,0.416667,1,2
0,983,6,0,2.66,0.0203459,0.002706,0.3,10,4
0,1096,10,5,14.13,0.0182482,0.0128923,0.5,1,3
0,293,2,3,7.44,0.0750853,0.0253925,0.0909091,10,2
1,352,10,2,6.59,0.0795455,0.0187216,0.357143,8,2
0,295,11,3,7.23,0.0610169,0.0245085,0.611111,1,2
0,1605,8,3,39.68,0.00623053,0.0247227,0.8,4,2
0,358,1,1,97.76,0.027933,0.273073,0.1,2,6
0,589,2,3,42.54,0.0424448,0.0722241,0.08,0,4
0,1157,10,4,28.21,0.019879,0.024382,0.434783,9,6
0,1807,5,5,50.65,0.0149419,0.0280299,0.185185,1,3
0,359,2,4,47.25,0.0584958,0.131616,0.0952381,0,1
0,1275,10,3,90.31,0.0235294,0.0708314,0.333333,5,3
0,297,9,2,88.52,0.0707071,0.298047,0.428571,2,2
0,1455,5,3,90.31,0.00756014,0.0620687,0.454545,2,2
0,64,5,1,47.45,0.359375,0.741406,0.217391,5,2
0,319,10,2,95.65,0.0532915,0.299843,0.588235,5,4
0,64,6,1,74.7,0.375,1.16719,0.25,6,2
0,128,10,5,49.23,0.117188,0.384609,0.666667,5,6
0,158,8,4,41.64,0.0632911,0.263544,0.8,1,6
0,385,7,1,97.88,0.0311688,0.254234,0.583333,4,3
0,519,4,0,49.78,0.0366089,0.0959152,0.210526,3,4
0,1569,9,1,53.71,0.0114723,0.034232,0.5,8,4
0,1204,5,0,14.62,0.0116279,0.0121429,0.357143,6,5
0,1723,5,3,8.11,0.0156703,0.00470691,0.185185,4,2
0,976,3,3,62.73,0.0307377,0.0642725,0.1,2,2
0,749,2,3,41.88,0.0307076,0.0559146,0.0869565,3,4
0,815,7,4,53.01,0.00736196,0.0650429,1.16667,10,1
0,753,6,3,50.71,0.0239044,0.067344,0.333333,2,2
0,1195,4,3,58.19,0.0142259,0.0486946,0.235294,2,5
0,910,7,3,23.77,0.0043956,0.0261209,1.75,10,5
0,407,2,3,93.21,0.0663391,0.229017,0.0740741,10,6
0,852,1,4,39.53,0.0140845,0.0463967,0.0833333,0,1
0,118,10,3,6.77,0.059322,0.0573729,1.42857,3,2
0,1803,11,4,80.62,0.00221852,0.0447144,2.75,3,1
0,261,3,5,35.71,0.0229885,0.13682,0.5,8,3
0,832,10,1,70.64,0.0240385,0.0849038,0.5,10,5
0,1358,4,1,75.12,0.000736377,0.0553166,4,10,4
0,1382,3,5,24.87,0.0108538,0.0179957,0.2,1,6
0,112,6,2,90.29,0.232143,0.806161,0.230769,9,2
0,450,0,3,29.46,0.0577778,0.0654667,0,8,2
0,1781,0,1,25.44,0.00505334,0.0142841,0,5,6
0,116,6,0,34.5,0.172414,0.297414,0.3,7,5
0,824,3,0,96.83,0.00606796,0.117512,0.6,5,4
0,1210,2,0,40.43,0.0239669,0.0334132,0.0689655,2,2
0,1383,5,5,28.49,0.0209689,0.0206001,0.172414,6,3
0,355,5,4,11.78,0.0422535,0.0331831,0.333333,2,4
0,1815,0,3,59.31,0.00661157,0.0326777,0,2,4
0,1384,4,5,11.02,0.00794798,0.00796243,0.363636,10,5
0,1808,9,5,55.06,0.00663717,0.0304535,0.75,10,2
0,97,7,4,59.45,0.216495,0.612887,0.333333,2,6
0,1622,2,3,33.07,0.00739827,0.0203884,0.166667,4,4
0,856,1,4,54.05,0.0186916,0.0631425,0.0625,3,3
0,837,1,1,74.89,0.00477897,0.0894743,0.25,1,5
0,627,8,1,71.04,0.0398724,0.113301,0.32,0,2
0,1626,7,1,55.46,0.00246002,0.0341082,1.75,0,5
0,543,1,3,6.03,0.0184162,0.011105,0.1,10,4
1,1688,8,0,26.15,0.0159953,0.0154917,0.296296,6,2
0,1461,3,4,96.68,0.00889802,0.0661739,0.230769,6,5
0,1307,4,5,13.62,0.0198929,0.0104208,0.153846,7,6
0,630,8,4,82.89,0.0111111,0.131571,1.14286,6,1
0,125,10,4,76.82,0.072,0.61456,1.11111,8,2
0,1736,7,3,4.21,0.0115207,0.00242512,0.35,7,6
0,687,8,4,55.83,0.00436681,0.0812664,2.66667,2,3
0,1406,6,4,42.75,0.00640114,0.0304054,0.666667,3,1
0,402,4,4,80.16,0.0547264,0.199403,0.181818,7,6
1,1581,10,4,27.63,0.0189753,0.0174763,0.333333,8,2
0,1182,0,0,7.63,0.0186125,0.00645516,0,10,5
0,1546,8,4,81.62,0.00388098,0.0527943,1.33333,10,3
0,1616,4,0,86.97,0.0173267,0.0538181,0.142857,8,4
0,918,6,3,90.72,0.0174292,0.0988235,0.375,9,6
0,953,6,5,6.25,0.00104932,0.00655824,6,9,6
0,1399,10,3,77.73,0.00142959,0.0555611,5,6,6
0,413,11,0,31.05,0.062954,0.0751816,0.423077,8,6
0,55,0,4,28.55,0.254545,0.519091,0,7,2
0,974,7,1,89.3,0.00821355,0.0916838,0.875,10,5
0,1025,1,2,45.48,0.0282927,0.0443707,0.0344828,10,6
0,976,6,4,73.62,0.0133197,0.0754303,0.461538,7,3
0,1805,6,4,25.28,0.00941828,0.0140055,0.352941,10,5
0,315,2,4,10.51,0.0539683,0.0333651,0.117647,0,3
0,180,11,3,97.92,0.0444444,0.544,1.375,0,2
0,701,10,3,36.63,0.0085592,0.0522539,1.66667,1,6
0,1596,1,4,26.58,0.0112782,0.0166541,0.0555556,6,5
0,753,6,5,71.63,0.0358566,0.0951262,0.222222,5,6
0,1200,9,5,91.59,0.000833333,0.076325,9,4,6
0,912,5,5,59.21,0.0219298,0.0649232,0.25,9,2
0,271,1,3,72.46,0.00738007,0.26738,0.5,6,3
0,29,11,1,60.7,0.931034,2.0931,0.407407,0,3
0,124,8,2,43.35,0.0645161,0.349597,1,3,3
0,1113,6,1,97.24,0.0179695,0.0873675,0.3,1,5
0,984,0,4,6.43,0.0172764,0.00653455,0,9,6
0,445,6,3,0.45,0.0516854,0.00101124,0.26087,6,6
0,751,2,3,8.94,0.0252996,0.0119041,0.105263,1,4
0,1438,1,3,2.8,0.00834492,0.00194715,0.0833333,0,3
1,1655,10,3,57.08,0.0175227,0.0344894,0.344828,4,2
0,742,9,2,46.15,0.0269542,0.0621968,0.45,7,4
0,1080,7,1,20.87,0.0240741,0.0193241,0.269231,0,5
0,119,8,3,98.4,0.0168067,0.826891,4,9,6
0,77,9,1,87.02,0.142857,1.13013,0.818182,4,1
0,972,2,2,72.65,0.00823045,0.0747428,0.25,3,2
0,1317,2,0,32.35,0.015186,0.0245634,0.1,8,5
0,166,7,2,71.71,0.114458,0.431988,0.368421,9,5
0,1761,1,2,48.48,0.011925,0.0275298,0.047619,6,5
1,1554,9,2,97.27,0.015444,0.0625933,0.375,9,1
0,867,10,4,38,0.0230681,0.0438293,0.5,8,6
0,25,7,3,35.56,0.76,1.4224,0.368421,5,5
0,1714,10,5,97.95,0.00641774,0.057147,0.909091,10,1
1,1267,4,5,39.8,0.0173639,0.0314128,0.181818,8,1
1,1048,8,3,42.25,0.0267176,0.0403149,0.285714,7,1
0,541,7,3,89.24,0.0277264,0.164954,0.466667,0,5
1,265,10,2,95.36,0.0830189,0.359849,0.454545,10,1
0,1176,10,1,66.78,0.00510204,0.0567857,1.66667,1,5
0,1133,3,5,63.95,0.0194175,0.0564431,0.136364,6,3
0,1677,1,0,17.27,0.0178891,0.0102982,0.0333333,9,3
0,886,10,3,97.44,0.01693,0.109977,0.666667,5,6
0,1631,0,3,30.76,0.0147149,0.0188596,0,6,6
0,1676,4,3,21.27,0.00417661,0.0126909,0.571429,6,5
0,53,6,3,77.27,0.207547,1.45792,0.545455,0,2
0,1449,9,5,42.85,0.00621118,0.0295721,1,10,5
0,1353,1,0,25.02,0.0162602,0.0184922,0.0454545,6,1
0,1637,7,0,75.88,0.0177153,0.0463531,0.241379,1,5
1,1725,5,1,5.78,0.0156522,0.00335072,0.185185,10,1
0,1790,9,3,34.27,0.0111732,0.0191453,0.45,2,2
0,620,2,1,96.43,0.0419355,0.155532,0.0769231,2,6
0,1598,4,5,69,0.0181477,0.043179,0.137931,0,3
0,1384,1,0,36.13,0.00361272,0.0261055,0.2,0,6
0,608,8,5,52.33,0.03125,0.0860691,0.421053,4,1
0,52,8,5,77.29,0.230769,1.48635,0.666667,8,5
0,1187,5,2,99,0.00673968,0.0834035,0.625,2,3
0,326,9,4,50.48,0.0276074,0.154847,1,7,6
0,1186,1,5,26.97,0.010118,0.0227403,0.0833333,6,5
0,1690,8,3,56.64,0.00295858,0.0335148,1.6,6,2
0,1315,9,2,67.44,0.0114068,0.0512852,0.6,1,3
0,701,4,0,45.27,0.00285307,0.0645792,2,7,4
0,786,5,2,55.74,0.0305344,0.070916,0.208333,10,5
0,175,6,4,54.24,0.0285714,0.309943,1.2,3,4
0,402,3,3,98.65,0.0472637,0.245398,0.157895,2,4
0,317,3,0,22.79,0.0914826,0.0718927,0.103448,7,6
0,206,7,4,51.34,0.0145631,0.249223,2.33333,10,2
0,534,0,3,44.91,0.0505618,0.0841011,0,8,2
0,907,8,4,96.71,0.0110254,0.106626,0.8,10,3
0,1222,7,2,63.65,0.0188216,0.0520867,0.304348,1,4
0,244,11,4,5.83,0.0983607,0.0238934,0.458333,7,3
0,1258,2,4,57.52,0.00556439,0.0457234,0.285714,1,3
0,1412,6,0,3.28,0.00849858,0.00232295,0.5,3,2
0,4,3,1,41.07,2,10.2675,0.375,0,6
0,1299,10,2,57.02,0.00923788,0.0438953,0.833333,6,4
0,1472,0,0,0.66,0.00951087,0.00044837,0,0,6
0,868,1,5,38.97,0.0253456,0.0448963,0.0454545,4,6
0,1060,4,2,74.14,0.00283019,0.0699434,1.33333,10,3
0,881,10,2,71.84,0.0124858,0.0815437,0.909091,1,5
0,1561,0,1,75.32,0.0153748,0.0482511,0,6,2
0,28,8,0,44.59,0.285714,1.5925,1,4,2
0,87,7,0,40.56,0.333333,0.466207,0.241379,10,5
0,452,4,4,40.65,0.0287611,0.0899336,0.307692,0,5
0,82,11,4,51.17,0.0853659,0.624024,1.57143,7,5
0,1209,9,2,35.7,0.00248139,0.0295285,3,3,4
0,691,6,3,85.88,0.0115774,0.124284,0.75,2,1
0,286,5,1,26.17,0.0524476,0.0915035,0.333333,0,4
0,524,11,1,35.28,0.0477099,0.0673282,0.44,9,6
0,1318,4,5,18.55,0.0212443,0.0140744,0.142857,3,6
0,492,3,5,77.95,0.00203252,0.158435,3,9,3
0,818,11,1,49.44,0.0158924,0.0604401,0.846154,1,3
0,1507,7,4,62.69,0.00796284,0.0415992,0.583333,4,2
0,504,0,3,8.01,0.015873,0.0158929,0,7,6
0,951,4,3,93.16,0.0210305,0.09796,0.2,4,4
0,673,8,4,98.03,0.0148588,0.145661,0.8,0,1
0,496,1,0,42.61,0.0100806,0.0859073,0.2,5,1
0,92,5,3,29.02,0.206522,0.315435,0.263158,8,5
0,231,10,1,87.87,0.0909091,0.38039,0.47619,10,6
0,1416,10,2,29.2,0.0127119,0.0206215,0.555556,6,5
0,1302,10,3,32.15,0.0230415,0.0246928,0.333333,1,4
0,1812,1,0,3.05,0.000551876,0.00168322,1,5,6
0,1115,4,3,60.49,0.00986547,0.0542511,0.363636,0,5
1,1597,6,2,9.02,0.018159,0.00564809,0.206897,9,2
0,1263,2,4,45.8,0.0023753,0.0362629,0.666667,3,4
0,1259,3,0,23.15,0.0158856,0.0183876,0.15,4,5
0,597,10,2,9.14,0.0150754,0.0153099,1.11111,4,1
0,1372,9,4,79.13,0.0131195,0.0576749,0.5,3,1
0,1766,0,4,76.69,0.00679502,0.0434258,0,7,6
0,575,0,3,21.97,0.0452174,0.0382087,0,3,3
0,44,1,4,85.06,0.159091,1.93318,0.142857,2,2
0,946,9,1,19.36,0.00317125,0.0204651,3,2,3
0,978,10,1,48.01,0.00204499,0.04909,5,4,6
0,1544,6,1,25.36,0.00323834,0.0164249,1.2,5,4
1,1176,10,0,94.41,0.0229592,0.0802806,0.37037,8,1
0,2,3,0,81.73,3.5,40.865,0.428571,0,3
0,966,10,4,9.89,0.00931677,0.0102381,1.11111,6,4
0,479,0,2,52.28,0.039666,0.109144,0,3,4
0,914,5,1,0.27,0.00218818,0.000295405,2.5,10,2
0,543,3,4,74.52,0.0331492,0.137238,0.166667,4,6
0,816,1,3,60.93,0.0134804,0.0746691,0.0909091,5,4
0,1769,4,5,95.01,0.00904466,0.0537083,0.25,6,4
0,1021,6,0,24.86,0.0029383,0.0243487,2,1,5
0,830,7,4,72.31,0.0277108,0.0871205,0.304348,7,3
0,387,8,1,97.88,0.0284238,0.25292,0.727273,9,5
1,1726,4,2,77.17,0.0168019,0.0447103,0.137931,3,2
0,1726,0,2,81.9,0.0127462,0.0474508,0,8,6
0,705,6,1,10.27,0.0113475,0.0145674,0.75,6,6
0,1707,7,2,96.5,0.00585823,0.0565319,0.7,5,1
0,35,8,3,65.73,0.2,1.878,1.14286,3,1
0,611,11,1,28.33,0.0392799,0.0463666,0.458333,0,5
0,1335,1,0,71.3,0.00749064,0.0534082,0.1,2,6
0,393,8,4,83.48,0.0279898,0.212417,0.727273,4,6
0,1138,4,5,61.86,0.0140598,0.0543585,0.25,5,6
0,1683,5,0,77.15,0.000594177,0.0458408,5,2,6
0,1105,7,2,44.15,0.0153846,0.0399548,0.411765,3,6
0,787,4,1,79.44,0.0266836,0.10094,0.190476,2,4
0,806,9,1,3.54,0.0111663,0.00439206,1,1,3
0,818,9,4,33.08,0.00244499,0.0404401,4.5,2,3
0,1721,8,5,13.08,0.0040674,0.00760023,1.14286,2,4
0,1412,7,1,20.46,0.00708215,0.0144901,0.7,5,2
0,42,1,0,53.25,0.666667,1.26786,0.0357143,6,6
0,1510,3,3,19.31,0.000662252,0.0127881,3,3,1
0,777,10,2,56.36,0.001287,0.0725354,10,10,5
0,546,3,4,60.96,0.0164835,0.111648,0.333333,1,1
0,1288,7,0,26.59,0.0209627,0.0206444,0.259259,3,6
0,856,4,5,87.69,0.021028,0.102442,0.222222,7,5
0,895,5,3,97.08,0.0324022,0.108469,0.172414,7,5
0,124,8,3,25.02,0.0725806,0.201774,0.888889,5,1
0,1662,10,2,68.75,0.00962696,0.0413658,0.625,10,1
0,1677,8,0,53.98,0.0107335,0.0321884,0.444444,5,4
0,1106,5,1,38.14,0.0153707,0.0344846,0.294118,9,3
0,1073,2,3,31.87,0.0205033,0.0297018,0.0909091,5,2
0,1052,8,4,21,0.00855513,0.019962,0.888889,10,1
0,297,9,0,16.7,0.0606061,0.056229,0.5,8,3
0,1318,4,3,69.77,0.0091047,0.0529363,0.333333,1,3
0,274,5,1,19.16,0.0328467,0.069927,0.555556,7,4
0,975,7,1,76.4,0.0153846,0.078359,0.466667,8,5
0,1361,1,5,18.7,0.0205731,0.0137399,0.0357143,8,6
0,121,7,2,49.1,0.00826446,0.405785,7,8,4
0,758,7,3,81.46,0.00395778,0.107467,2.33333,10,1
0,1380,0,3,67.01,0.0101449,0.048558,0,3,6
0,1086,8,4,69.46,0.0156538,0.0639595,0.470588,8,4
0,813,2,5,19.52,0.0184502,0.0240098,0.133333,2,3
0,980,7,0,22.86,0.00102041,0.0233265,7,8,2
0,1608,3,1,35.96,0.00870647,0.0223632,0.214286,10,6
0,1699,4,3,45.68,0.0129488,0.0268864,0.181818,2,3
0,1684,4,1,90.32,0.010095,0.0536342,0.235294,0,6
0,1495,9,1,27.27,0.0173913,0.0182408,0.346154,9,5
0,1549,10,4,3.58,0.00193673,0.00231117,3.33333,5,4
0,784,3,0,93.9,0.0204082,0.11977,0.1875,8,5
0,930,7,4,40.09,0.00645161,0.0431075,1.16667,6,1
0,1553,7,4,29.6,0.00515132,0.0190599,0.875,8,2
0,1160,7,1,14.84,0.00775862,0.0127931,0.777778,0,3
0,302,8,1,63.4,0.00662252,0.209934,4,3,3
0,1601,1,5,59.55,0.00374766,0.0371955,0.166667,5,5
0,665,6,5,44.15,0.0165414,0.066391,0.545455,5,6
0,520,3,3,58.32,0.00769231,0.112154,0.75,4,5
0,597,10,3,35.46,0.00335008,0.059397,5,10,6
0,304,6,3,30.43,0.0690789,0.100099,0.285714,3,5
0,1655,7,4,19.52,0.0145015,0.0117946,0.291667,3,5
0,151,9,5,83.18,0.198675,0.550861,0.3,0,1
0,1369,0,4,62.33,0.00584368,0.0455296,0,2,2
0,1456,4,3,43.1,0.0116758,0.0296016,0.235294,2,2
0,993,4,3,50.89,0.00906344,0.0512487,0.444444,9,6
1,277,11,5,58.1,0.0974729,0.209747,0.407407,1,1
1,953,11,0,65.09,0.0293809,0.0683001,0.392857,10,1
0,1454,7,1,75.94,0.00825309,0.0522283,0.583333,9,6
0,1159,4,2,32.84,0.0155306,0.0283348,0.222222,0,3
0,824,2,2,81.39,0.0182039,0.0987743,0.133333,4,3
0,190,2,0,19,0.0894737,0.1,0.117647,6,2
0,37,4,4,68.05,0.189189,1.83919,0.571429,6,1
0,1610,8,1,23.52,0.00993789,0.0146087,0.5,7,2
0,1731,7,0,18.3,0.00519931,0.0105719,0.777778,0,4
0,1367,10,3,68.96,0.0146306,0.0504462,0.5,10,6
0,40,0,4,92.37,0.4,2.30925,0,1,2
0,1055,9,0,19.15,0.0189573,0.0181517,0.45,1,3
0,1669,8,5,0.14,0.00838826,8.38826e-05,0.571429,8,3
0,343,9,3,11.33,0.0699708,0.0330321,0.375,3,1
0,61,7,1,72.11,0.262295,1.18213,0.4375,6,5
0,562,6,1,58.96,0.0462633,0.104911,0.230769,3,2
0,1745,6,2,25.64,0.0103152,0.0146934,0.333333,8,4
1,765,11,3,45.57,0.0339869,0.0595686,0.423077,4,1
0,812,7,4,7.71,0.0295567,0.00949507,0.291667,4,6
0,1134,2,1,87.38,0.0220459,0.0770547,0.08,8,2
0,170,11,5,86.76,0.0117647,0.510353,5.5,3,6
0,331,0,5,93.22,0.0362538,0.281631,0,2,1
1,1181,10,5,40.29,0.0237087,0.0341152,0.357143,8,1
0,308,11,1,15.87,0.00649351,0.051526,5.5,0,6
0,207,5,5,58.04,0.0483092,0.280386,0.5,4,3
0,751,10,0,50.46,0.00532623,0.0671904,2.5,9,2
0,728,0,4,74.02,0.032967,0.101676,0,8,2
0,1670,5,5,80.7,0.000598802,0.0483234,5,4,3
0,1114,1,1,33.18,0.013465,0.0297846,0.0666667,1,6
0,1331,6,0,42,0.0112697,0.0315552,0.4,8,6
0,1541,11,0,91.48,0.0175211,0.059364,0.407407,10,4
0,687,3,2,3.23,0.0378457,0.0047016,0.115385,6,5
0,531,10,0,82.15,0.0357815,0.154708,0.526316,8,1
0,1425,4,5,23.44,0.00491228,0.0164491,0.571429,9,1
1,1446,10,2,20.33,0.0145228,0.0140595,0.47619,10,1
0,1106,6,3,37.39,0.0235081,0.0338065,0.230769,5,6
0,143,6,0,79.91,0.041958,0.558811,1,2,3
0,1779,2,1,88.24,0.00337268,0.0496009,0.333333,2,4
0,1595,2,5,75.46,0.00188088,0.0473103,0.666667,0,1
0,922,9,1,32.63,0.0032538,0.0353905,3,5,4
0,1412,2,5,86.32,0.0113314,0.0611331,0.125,9,2
0,669,5,5,54.25,0.038864,0.0810912,0.192308,3,5
0,265,11,3,70,0.0490566,0.264151,0.846154,9,5
0,630,1,4,98.91,0.0301587,0.157,0.0526316,7,5
0,1766,9,4,67.22,0.0152888,0.0380634,0.333333,1,5
0,279,1,1,63.19,0.0250896,0.226487,0.142857,2,6
0,1282,2,4,73.83,0.00156006,0.0575897,1,1,6
0,1655,6,0,26.98,0.00543807,0.0163021,0.666667,8,1
0,569,6,3,60.59,0.0158172,0.106485,0.666667,2,1
0,1146,7,4,94.8,0.026178,0.0827225,0.233333,9,5
0,875,7,2,11.18,0.008,0.0127771,1,5,2
0,711,8,5,77.88,0.0196906,0.109536,0.571429,5,2
0,1314,2,2,43.76,0.0159817,0.0333029,0.0952381,3,6
0,143,5,2,33.5,0.041958,0.234266,0.833333,4,1
0,1272,3,2,45.55,0.0157233,0.0358097,0.15,7,5
0,118,7,2,1.86,0.0423729,0.0157627,1.4,9,3
0,522,7,1,32.82,0.0402299,0.0628736,0.333333,4,2
1,638,10,5,46.69,0.0423197,0.0731818,0.37037,10,1
0,1454,8,2,1.5,0.000687758,0.00103164,8,8,4
0,581,7,4,29.5,0.00172117,0.0507745,7,9,3
0,614,1,4,98.93,0.0228013,0.161124,0.0714286,8,2
0,573,11,4,77.1,0.0191972,0.134555,1,5,6
0,1372,1,5,37.73,0.000728863,0.0275,1,5,2
0,26,3,4,74.65,0.384615,2.87115,0.3,9,4
1,904,6,4,76.15,0.0243363,0.0842367,0.272727,10,1
0,1340,6,4,81.51,0.0179104,0.0608284,0.25,1,4
0,186,6,5,62.18,0.0215054,0.334301,1.5,5,2
0,1214,10,4,91.36,0.00741351,0.0752554,1.11111,9,6
0,1082,7,1,86.47,0.00831793,0.0799168,0.777778,3,1
0,1309,7,0,17.32,0.0213904,0.0132315,0.25,3,3
0,1804,2,0,11.6,0.0094235,0.00643016,0.117647,10,3
0,1412,11,2,74.07,0.00424929,0.0524575,1.83333,8,3
0,1720,1,4,70.02,0.0122093,0.0407093,0.047619,9,5
0,1669,11,3,19.55,0.00479329,0.0117136,1.375,5,2
0,1477,0,5,81.24,0.00406229,0.0550034,0,7,4
0,175,7,4,55.84,0.0514286,0.319086,0.777778,9,1
0,129,9,0,70.71,0.0310078,0.54814,2.25,9,4
0,657,2,0,53.82,0.0136986,0.0819178,0.222222,8,6
0,32,6,2,6.16,0.09375,0.1925,2,2,4
0,1824,1,3,41.66,0.0148026,0.0228399,0.037037,10,4
0,350,3,3,1.74,0.0142857,0.00497143,0.6,1,2
0,1817,8,4,56.21,0.00330215,0.0309356,1.33333,4,5
0,1140,8,5,44.17,0.00614035,0.0387456,1.14286,7,3
0,540,5,4,32,0.0185185,0.0592593,0.5,7,4
0,1259,9,5,51.36,0.0111199,0.0407943,0.642857,8,1
0,564,4,5,6.62,0.0514184,0.0117376,0.137931,6,6
0,1051,8,5,23.8,0.00856327,0.0226451,0.888889,5,6
0,1735,4,2,7.21,0.00403458,0.00415562,0.571429,6,4
0,619,2,1,88.31,0.0371567,0.142666,0.0869565,2,4
0,483,3,3,93.58,0.047619,0.193747,0.130435,1,3
0,1653,3,0,85.04,0.015729,0.0514459,0.115385,9,4
0,1794,3,5,0.55,0.00891862,0.000306577,0.1875,0,4
0,41,7,5,47.9,0.243902,1.16829,0.7,9,5
0,549,1,5,15.99,0.0437158,0.0291257,0.0416667,10,4
0,1081,11,0,98.3,0.0166512,0.0909343,0.611111,9,5
0,1095,11,3,32.14,0.0146119,0.0293516,0.6875,4,6
0,982,10,0,92.78,0.0193483,0.0944807,0.526316,4,5
0,832,9,2,66.7,0.0300481,0.0801683,0.36,8,2
0,1466,7,5,92.8,0.00750341,0.0633015,0.636364,3,2
0,1390,8,5,6.76,0.0115108,0.00486331,0.5,10,6
1,901,2,4,67.42,0.0332963,0.074828,0.0666667,2,1
0,1052,2,1,51.14,0.013308,0.0486122,0.142857,10,5
0,1088,10,1,50.84,0.00551471,0.0467279,1.66667,4,3
0,1313,11,2,59.37,0.019802,0.0452171,0.423077,5,4
1,1594,3,2,72.39,0.0163112,0.0454141,0.115385,3,1
